日期(年/月),單位,總發電量,總發電量_發電業,總發電量_發電業_抽蓄水力,總發電量_發電業_火力,總發電量_發電業_火力_燃煤,總發電量_發電業_火力_燃油,總發電量_發電業_火力_燃氣,總發電量_發電業_核能,總發電量_發電業_再生能源,總發電量_發電業_再生能源_慣常水力,總發電量_發電業_再生能源_地熱,總發電量_發電業_再生能源_太陽光電,總發電量_發電業_再生能源_風力,總發電量_自用發電設備,總發電量_自用發電設備_火力,總發電量_自用發電設備_火力_燃煤,總發電量_自用發電設備_火力_燃油,總發電量_自用發電設備_火力_燃氣,總發電量_自用發電設備_再生能源,總發電量_自用發電設備_再生能源_地熱,總發電量_自用發電設備_再生能源_太陽光電,總發電量_自用發電設備_再生能源_風力,總發電量_自用發電設備_再生能源_生質能,總發電量_自用發電設備_再生能源_廢棄物,總需要量,總需要量_總消費量,總需要量_總消費量_能源部門自用,總需要量_總消費量_能源部門自用_抽水用電,總需要量_總消費量_工業部門,總需要量_總消費量_運輸部門,總需要量_總消費量_農業部門,總需要量_總消費量_服務業部門,總需要量_總消費量_住宅部門,總需要量_線路損失,總需要量_統計差異,台電系統平均負載(千瓩),台電系統尖峰負載(千瓩)
200001,百萬度,13602.245,11770.284,293.392,7744.468,4933.270,1740.175,1071.023,3558.910,173.514,173.514,0.000,0.000,0.000,1831.961,1712.187,1186.710,447.035,78.443,119.774,0.000,0.000,0.000,24.996,94.778,13602.241,12583.944,1300.679,380.909,6504.933,35.377,161.245,2354.426,2227.285,628.508,389.789,0.000,0.000
200002,百萬度,11997.789,10104.745,295.060,6356.051,3672.914,1831.890,851.247,3164.412,289.222,289.222,0.000,0.000,0.000,1893.044,1753.187,1247.845,433.117,72.225,139.857,0.000,0.000,0.000,24.607,115.250,11997.789,11729.269,1129.555,328.218,6016.544,36.663,168.704,2164.665,2213.137,540.412,-271.892,0.000,0.000
200003,百萬度,14186.038,11817.609,311.387,7974.022,4643.747,2089.825,1240.449,3125.995,406.206,406.206,0.000,0.000,0.000,2368.429,2210.963,1575.393,533.674,101.896,157.466,0.000,0.000,0.000,26.232,131.234,14186.035,13715.404,1208.114,308.217,7177.984,35.714,195.932,2510.601,2587.059,631.711,-161.081,0.000,0.000
200004,百萬度,14167.784,11813.758,329.972,8500.499,5093.689,2049.694,1357.116,2640.143,343.144,343.144,0.000,0.000,0.000,2354.026,2208.712,1676.774,459.543,72.396,145.314,0.000,0.000,0.000,26.068,119.246,14167.785,13613.752,1213.120,335.206,7068.246,36.038,179.838,2544.924,2571.587,632.041,-78.008,0.000,0.000
200005,百萬度,15943.048,13407.175,345.180,9539.204,5548.929,2569.571,1420.704,3092.071,430.720,430.720,0.000,0.000,0.000,2535.873,2378.330,1851.370,446.178,80.782,157.543,0.000,0.000,0.000,24.870,132.673,15943.047,14733.439,1339.389,364.869,7718.426,39.637,177.615,2892.824,2565.548,717.897,491.711,0.000,0.000
200006,百萬度,16924.070,14154.573,388.496,9687.205,5978.459,2358.890,1349.855,3607.578,471.294,471.294,0.000,0.000,0.000,2769.497,2611.532,2038.903,477.192,95.436,157.965,0.000,0.000,0.000,25.436,132.529,16924.073,15080.865,1414.080,385.443,7803.948,39.742,205.696,3025.527,2591.872,756.811,1086.396,0.000,0.000
200007,百萬度,18077.524,15140.618,410.570,10616.761,6461.501,2499.574,1655.686,3637.515,475.771,475.771,0.000,0.000,0.000,2936.906,2774.171,2170.117,504.419,99.635,162.735,0.000,0.000,0.000,28.027,134.709,18077.524,16231.475,1559.993,418.499,7689.953,39.943,204.610,3327.329,3409.647,806.493,1039.556,0.000,0.000
200008,百萬度,17553.876,14707.509,406.309,10325.043,6278.147,2563.598,1483.298,3486.883,489.275,489.275,0.000,0.000,0.000,2846.367,2704.420,2099.239,503.859,101.323,141.947,0.000,0.000,0.000,24.943,117.004,17553.876,16478.750,1508.721,430.042,7815.044,39.961,195.725,3317.643,3601.655,785.777,289.349,0.000,0.000
200009,百萬度,16246.257,13442.536,408.898,9633.820,6079.045,2073.616,1481.159,2920.725,479.093,479.093,0.000,0.000,0.000,2803.721,2642.634,2086.988,452.382,103.264,161.087,0.000,0.000,0.000,25.263,135.824,16246.254,16494.497,1497.457,429.668,7583.230,38.657,196.974,3444.062,3734.116,715.742,-963.985,0.000,0.000
200010,百萬度,16680.969,13973.329,403.973,10209.251,6051.802,2347.467,1809.982,3040.837,319.268,319.268,0.000,0.000,0.000,2707.640,2557.132,2022.306,442.436,92.390,150.508,0.000,0.000,0.000,28.810,121.698,16680.966,16446.433,1502.240,468.696,7958.284,41.198,204.818,3348.629,3391.265,747.710,-513.177,0.000,0.000
200011,百萬度,14844.528,12309.268,388.091,8753.710,5413.014,1901.207,1439.488,2768.453,399.015,399.015,0.000,0.000,0.000,2535.260,2407.045,1880.970,437.731,88.345,128.215,0.000,0.000,0.000,19.115,109.099,14844.524,15062.592,1435.842,420.660,7247.037,34.438,193.239,3083.896,3068.140,655.115,-873.184,0.000,0.000
200012,百萬度,14616.673,11989.099,328.831,7917.543,5088.252,1408.957,1420.334,3459.268,283.457,283.457,0.000,0.000,0.000,2627.574,2455.757,1964.667,399.390,91.700,171.817,0.000,0.120,1.383,23.649,146.665,14616.673,14332.954,1367.083,377.090,7282.853,37.968,177.687,2885.395,2581.968,638.459,-354.740,0.000,0.000
200101,百萬度,13424.966,10887.550,299.714,6727.125,4295.656,1402.464,1029.004,3547.547,313.165,313.165,0.000,0.000,0.000,2537.415,2379.921,1889.292,377.991,112.638,157.495,0.000,0.022,0.916,24.928,131.629,13424.959,13215.796,1357.636,372.694,6665.074,39.527,164.183,2596.053,2393.323,209.163,0.000,0.000,0.000
200102,百萬度,13264.207,10843.334,291.284,7302.204,4534.922,1530.489,1236.793,2890.002,359.844,359.844,0.000,0.000,0.000,2420.873,2287.773,1806.810,378.354,102.609,133.101,0.000,0.022,0.757,25.784,106.537,13264.204,12941.509,1308.108,369.486,6599.190,34.980,178.645,2372.386,2448.201,322.696,0.000,0.000,0.000
200103,百萬度,15077.824,12283.699,361.124,8955.539,5315.069,1909.466,1731.004,2636.372,330.664,330.664,0.000,0.000,0.000,2794.125,2635.721,2102.276,434.957,98.487,158.404,0.000,0.022,0.631,27.730,130.020,15077.820,14319.998,1359.914,433.387,7606.056,36.984,178.037,2613.201,2525.806,748.704,9.118,0.000,0.000
200104,百萬度,14966.491,12459.152,355.697,10068.078,6115.939,2137.467,1814.672,1604.992,430.384,430.384,0.000,0.000,0.000,2507.339,2354.045,1856.361,384.892,112.793,153.294,0.000,0.022,0.601,30.228,122.443,14966.490,13815.432,1499.312,442.024,7215.347,37.693,178.225,2549.760,2335.096,1151.058,0.000,0.000,0.000
200105,百萬度,16151.805,13733.806,368.469,10315.173,6930.939,2058.241,1325.993,2517.029,533.135,533.135,0.000,0.000,0.000,2417.999,2253.614,1707.250,428.351,118.013,164.385,0.000,0.022,0.391,25.066,138.905,16151.802,14672.090,1647.927,462.374,7328.112,39.478,183.569,2955.343,2517.660,2079.713,-600.000,0.000,0.000
200106,百萬度,17005.640,14341.663,330.701,9875.196,6544.931,1610.150,1720.114,3498.702,637.064,637.064,0.000,0.000,0.000,2663.977,2482.760,1936.613,428.248,117.899,181.217,0.000,0.022,0.147,32.329,148.719,17005.634,15492.888,1733.755,393.296,7643.545,40.861,191.246,3079.127,2804.354,1512.746,0.000,0.000,0.000
200107,百萬度,18361.447,15381.026,354.172,11133.640,6924.184,2219.096,1990.360,3272.826,620.388,620.388,0.000,0.000,0.000,2980.420,2747.404,2176.324,449.057,122.023,233.016,0.000,0.022,0.236,32.112,200.646,18361.444,16967.848,1731.633,408.783,7843.377,43.770,198.200,3640.494,3510.374,1393.597,0.000,0.000,0.000
200108,百萬度,19023.285,16067.876,374.990,11640.527,7024.347,2429.796,2186.384,3667.923,384.435,384.324,0.000,0.000,0.111,2955.409,2734.988,2163.104,463.637,108.247,220.422,0.000,0.022,0.115,16.314,203.971,19023.287,17012.103,1640.745,430.659,7681.179,40.624,206.073,3500.639,3942.843,0.000,2011.184,0.000,0.000
200109,百萬度,16031.824,13118.930,329.463,9502.174,6398.972,1689.579,1413.623,2825.499,461.794,461.072,0.000,0.000,0.722,2912.894,2657.657,2116.165,437.592,103.900,255.236,0.000,0.022,0.737,14.090,240.387,16031.824,16853.109,1501.666,384.393,7351.716,30.017,208.429,3550.580,4210.702,0.000,-821.285,0.000,0.000
200110,百萬度,15858.928,13052.348,368.415,9163.031,5634.365,1879.704,1648.962,3041.238,479.664,478.447,0.000,0.000,1.217,2806.580,2596.867,2095.051,387.884,113.933,209.713,0.000,0.022,0.987,27.430,181.274,15858.926,16294.166,1441.667,414.711,7818.138,35.198,184.560,3263.995,3550.607,0.000,-435.239,0.000,0.000
200111,百萬度,14633.320,11954.770,329.238,8297.509,5600.502,1299.939,1397.067,3019.897,308.126,307.001,0.000,0.000,1.125,2678.550,2483.676,2034.306,352.809,96.561,194.874,0.000,0.022,1.202,31.501,162.149,14633.314,14856.119,1445.764,420.510,7350.339,35.740,182.745,2899.188,2942.342,0.000,-222.805,0.000,0.000
200112,百萬度,14730.740,11950.364,315.840,8434.029,5838.346,868.963,1726.719,2964.394,236.101,234.810,0.000,0.000,1.291,2780.375,2523.650,2076.369,356.425,90.856,256.725,0.000,0.022,1.040,43.187,212.476,14730.736,14052.964,1401.125,413.186,6970.385,33.200,175.090,2998.239,2474.925,688.089,-10.317,0.000,0.000
200201,百萬度,14255.616,11456.500,311.289,7374.063,4982.777,1022.693,1368.593,3609.253,161.896,160.800,0.000,0.000,1.096,2799.117,2541.249,2062.112,376.036,103.101,257.868,0.000,0.023,0.856,44.004,212.985,14255.617,13982.368,1370.088,401.508,7285.470,39.558,167.467,2630.299,2489.485,693.878,-420.628,0.000,0.000
200202,百萬度,12382.364,10076.621,254.258,6358.279,4429.877,695.700,1232.702,3262.072,202.012,201.102,0.000,0.000,0.911,2305.743,2124.726,1638.546,414.316,71.864,181.017,0.000,0.025,0.769,37.358,142.865,12382.363,12047.756,1193.218,329.782,6029.770,34.791,144.951,2257.818,2387.209,459.519,-124.912,0.000,0.000
200203,百萬度,15342.705,12411.568,306.549,8607.326,5796.454,1010.901,1799.971,3262.313,235.381,234.694,0.000,0.000,0.687,2931.137,2766.320,2160.165,495.759,110.395,164.817,0.000,0.026,0.502,42.637,121.652,15342.705,14471.940,1461.537,390.651,7624.345,43.109,177.149,2654.055,2511.744,1088.693,-217.928,0.000,0.000
200204,百萬度,16169.426,13283.210,306.419,9850.308,6025.350,1470.077,2354.882,2929.053,197.429,196.892,0.000,0.000,0.537,2886.217,2705.202,2152.886,452.418,99.898,181.015,0.000,0.027,0.476,28.727,151.786,16169.423,14704.036,1458.023,402.121,7862.826,38.756,180.608,2727.578,2436.246,1447.735,17.652,0.000,0.000
200205,百萬度,17546.910,14568.525,297.314,11026.409,7060.766,1666.547,2299.096,3060.446,184.355,184.114,0.000,0.000,0.241,2978.385,2750.507,2170.081,487.895,92.531,227.878,0.000,0.028,0.255,33.630,193.965,17546.910,16319.748,1540.697,390.952,8480.349,42.453,212.220,3341.545,2702.484,1212.021,15.141,0.000,0.000
200206,百萬度,17907.170,14996.126,296.304,11029.588,7071.817,1628.561,2329.210,3448.848,221.386,221.168,0.000,0.000,0.218,2911.044,2659.621,2225.460,341.101,93.061,251.423,0.000,0.029,0.258,31.325,219.811,17907.166,16094.805,1494.713,399.275,7831.203,39.195,214.274,3366.416,3149.004,0.000,1812.361,0.000,0.000
200207,百萬度,19323.403,16244.811,312.684,11818.504,7488.071,1570.440,2759.993,3714.280,399.344,399.002,0.000,0.000,0.341,3078.591,2815.234,2309.774,404.850,100.610,263.358,0.000,0.029,0.287,35.047,227.995,19323.402,17435.656,1578.168,394.624,8522.499,44.855,192.269,3623.370,3474.496,1865.032,22.714,0.000,0.000
200208,百萬度,19578.594,16431.271,309.286,12067.995,7773.555,1601.873,2692.566,3728.565,325.425,325.167,0.000,0.000,0.258,3147.323,2878.577,2319.362,429.607,129.608,268.746,0.000,0.029,0.159,33.312,235.246,19578.592,18215.067,1752.672,392.712,8469.386,43.651,219.547,3737.146,3992.665,1392.822,-29.297,0.000,0.000
200209,百萬度,17470.478,14474.646,240.498,10734.640,7395.824,1107.426,2231.390,3217.200,282.308,281.769,0.000,0.000,0.539,2995.833,2727.776,2195.964,415.448,116.364,268.057,0.000,0.033,0.526,30.688,236.810,17470.479,17976.200,1500.984,313.719,7986.068,39.886,213.918,3832.276,4403.069,0.000,-505.722,0.000,0.000
200210,百萬度,17205.710,14311.949,310.878,10439.596,6794.919,1452.206,2192.470,3288.663,272.812,271.939,0.000,0.000,0.873,2893.762,2653.348,2136.572,394.597,122.179,240.414,0.000,0.033,0.696,34.208,205.477,17205.709,17353.004,1585.223,405.532,8204.588,38.045,206.381,3508.292,3810.476,0.000,-147.295,0.000,0.000
200211,百萬度,15737.111,12948.008,316.583,9389.887,6094.787,1410.250,1884.850,3082.387,159.151,158.043,0.000,0.000,1.109,2789.103,2547.715,2064.884,386.191,96.640,241.388,0.000,0.033,1.597,34.026,205.732,15737.104,16399.647,1621.211,412.044,7872.424,35.358,215.421,3409.824,3245.409,0.000,-662.542,0.000,0.000
200212,百萬度,15909.417,12957.585,318.738,9543.734,6291.932,1392.373,1859.428,2949.840,145.273,144.211,0.000,0.000,1.063,2951.832,2701.753,2243.633,365.313,92.807,250.079,0.000,0.033,1.630,26.009,222.408,15909.417,15257.537,1566.887,418.163,7861.880,34.921,181.953,3023.225,2588.671,645.250,6.631,0.000,0.000
200301,百萬度,15464.984,12390.143,320.609,8247.804,5976.116,632.270,1639.419,3670.773,150.957,149.664,0.000,0.000,1.294,3074.842,2815.222,2290.935,432.007,92.280,259.620,0.000,0.034,1.775,30.368,227.443,15464.981,14774.119,1494.356,421.813,7850.478,35.378,176.543,2697.310,2520.055,702.934,-12.073,0.000,0.000
200302,百萬度,13838.030,11264.141,291.358,7513.575,5341.106,850.997,1321.472,3295.291,163.916,163.064,0.000,0.000,0.853,2573.890,2313.723,1854.814,366.470,92.439,260.167,0.000,0.034,1.221,38.938,219.974,13838.027,13444.729,1390.702,380.787,6576.153,36.581,184.044,2599.250,2657.999,115.334,277.965,0.000,0.000
200303,百萬度,16008.952,13050.974,328.307,9472.559,6688.632,677.697,2106.229,3071.289,178.819,177.851,0.000,0.000,0.968,2957.978,2693.894,2214.703,388.694,90.497,264.084,0.000,0.034,1.135,42.202,220.713,16008.948,15284.030,1597.091,427.267,8165.935,37.986,166.802,2744.804,2571.411,691.396,33.522,0.000,0.000
200304,百萬度,16511.636,13738.912,329.634,10416.490,7035.540,1155.255,2225.694,2758.506,234.282,233.709,0.000,0.000,0.574,2772.723,2558.535,2055.471,420.585,82.478,214.189,0.000,0.034,0.652,29.319,184.183,16511.630,14632.842,1553.961,436.628,7731.062,37.479,180.608,2726.146,2403.587,1443.403,435.385,0.000,0.000
200305,百萬度,17780.615,14736.194,343.986,11331.155,7683.338,1229.768,2418.049,2811.370,249.684,249.080,0.000,0.000,0.603,3044.422,2811.813,2248.653,466.467,96.693,232.608,0.000,0.036,0.827,30.501,201.244,17780.610,16466.265,1668.333,455.796,8499.222,36.777,212.220,3347.226,2702.487,1706.000,-391.655,0.000,0.000
200306,百萬度,17859.740,14624.674,328.964,10563.785,7592.178,668.380,2303.227,3360.745,371.180,370.636,0.000,0.000,0.543,3235.067,2966.457,2411.378,472.262,82.816,268.610,0.000,0.036,0.665,31.655,236.254,17859.737,16778.072,1651.706,421.921,8335.998,37.922,204.955,3379.561,3167.931,1123.973,-42.308,0.000,0.000
200307,百萬度,21060.671,17374.272,355.915,13004.663,7928.933,1868.600,3207.131,3659.678,354.016,353.814,0.000,0.000,0.202,3686.399,3409.352,2801.103,518.607,89.641,277.047,0.000,0.037,0.228,32.812,243.970,21060.669,18203.651,1762.516,434.615,8825.665,40.351,209.936,3850.787,3514.396,2860.173,-3.154,0.000,0.000
200308,百萬度,20560.902,16876.490,323.846,12570.241,7604.706,1881.573,3083.962,3714.183,268.219,268.017,0.000,0.000,0.203,3684.413,3400.168,2883.689,435.042,81.437,284.245,0.000,0.040,0.182,32.699,251.324,20560.900,18985.895,1714.373,425.445,8862.944,40.286,233.698,3877.136,4257.458,1591.230,-16.225,0.000,0.000
200309,百萬度,19066.173,15478.149,308.288,11754.234,7356.099,1770.059,2628.077,3047.954,367.673,367.080,0.000,0.000,0.593,3588.024,3294.448,2722.656,481.097,90.695,293.577,0.000,0.041,0.792,30.235,262.508,19066.173,19835.855,1644.980,385.939,8904.002,41.540,231.200,4194.826,4819.308,-781.298,11.615,0.000,0.000
200310,百萬度,17763.331,14421.186,298.294,10547.783,7320.155,978.169,2249.460,3266.952,308.157,306.913,0.000,0.000,1.244,3342.144,3076.742,2519.652,468.348,88.743,265.402,0.000,0.045,1.869,29.375,234.113,17763.328,18492.000,1614.419,394.126,8569.460,38.954,225.882,3792.798,4250.488,-585.691,-142.981,0.000,0.000
200311,百萬度,16603.817,13716.165,306.750,10228.406,6813.201,1255.181,2160.023,2959.283,221.727,220.390,0.000,0.000,1.337,2887.652,2630.100,2220.242,338.974,70.884,257.551,0.000,0.045,2.172,29.831,225.503,16603.811,17071.439,1550.714,401.654,8233.850,38.256,213.370,3546.734,3488.515,-301.412,-166.215,0.000,0.000
200312,百萬度,16553.571,13403.429,324.585,9627.598,6576.635,1048.319,2002.644,3275.552,175.694,174.299,0.000,0.000,1.395,3150.142,2861.814,2276.959,527.737,57.117,288.328,0.000,0.045,2.436,36.320,249.528,16553.572,16495.710,1604.298,424.349,8719.460,43.094,190.912,3191.223,2746.723,185.053,-127.192,0.000,0.000
200401,百萬度,15562.000,12441.371,286.884,8469.819,6061.827,1016.908,1391.084,3508.020,176.649,175.176,0.000,0.000,1.473,3120.629,2836.110,2291.408,481.520,63.182,284.519,0.000,0.045,1.536,30.705,252.233,15561.994,15019.899,1476.005,378.233,7752.763,40.391,190.619,2861.829,2698.292,655.361,-113.266,0.000,0.000
200402,百萬度,15323.033,12268.811,257.310,8614.691,6129.052,903.518,1582.121,3100.588,296.222,295.443,0.000,0.000,0.779,3054.222,2796.490,2287.027,429.530,79.933,257.732,0.000,0.046,1.337,32.368,223.981,15323.029,14529.589,1384.360,337.828,7661.131,38.020,174.666,2600.510,2670.902,1046.293,-252.852,0.000,0.000
200403,百萬度,17056.268,13668.395,259.644,9819.108,6290.079,700.178,2828.851,3270.143,319.499,318.648,0.000,0.000,0.851,3387.873,3109.262,2503.027,517.662,88.573,278.611,0.000,0.046,1.601,28.332,248.632,17056.264,16623.985,1519.897,344.691,9180.446,44.957,190.510,2972.820,2715.355,394.894,37.385,0.000,0.000
200404,百萬度,17123.720,13770.264,260.839,10281.961,6329.667,628.697,3323.597,2939.411,288.052,287.595,0.000,0.000,0.458,3353.456,3123.279,2583.927,456.483,82.869,230.177,0.000,0.047,0.807,29.545,199.778,17123.719,16326.634,1471.533,317.884,8618.048,42.163,204.257,3185.953,2804.680,798.879,-1.794,0.000,0.000
200405,百萬度,19479.358,16089.578,293.046,11821.701,7363.655,1071.648,3386.397,3648.161,326.671,326.301,0.000,0.000,0.370,3389.780,3138.736,2586.882,474.580,77.274,251.044,0.000,0.047,0.499,29.068,221.431,19479.357,17046.753,1615.733,368.241,8858.033,42.117,204.016,3381.303,2945.551,2434.741,-2.138,0.000,0.000
200406,百萬度,19642.070,16057.802,282.582,11856.094,7699.805,946.742,3209.547,3596.888,322.238,321.615,0.000,0.000,0.622,3584.269,3295.047,2671.815,545.776,77.456,289.222,0.000,0.047,0.688,28.852,259.635,19642.066,18491.432,1705.941,331.749,9422.222,46.976,221.604,3771.561,3323.127,1142.354,8.281,0.000,0.000
200407,百萬度,20921.653,17206.787,271.385,12941.910,7941.295,1271.269,3729.345,3690.646,302.846,302.548,0.000,0.000,0.298,3714.866,3402.472,2847.289,468.308,86.876,312.393,0.000,0.047,0.331,28.691,283.325,20921.647,18951.771,1662.467,303.445,9247.803,45.266,228.489,3979.280,3788.466,2006.368,-36.492,0.000,0.000
200408,百萬度,21055.961,17369.168,316.064,13183.374,8048.238,1365.852,3769.283,3568.820,300.911,300.600,0.000,0.000,0.311,3686.793,3377.978,2784.595,524.154,69.229,308.815,0.000,0.047,0.480,26.572,281.716,21055.958,19767.832,1714.316,343.853,9367.727,45.078,246.778,4073.201,4320.732,1275.443,12.684,0.000,0.000
200409,百萬度,19506.670,15760.807,293.171,12067.898,7673.483,1202.526,3191.889,3113.239,286.499,286.034,0.000,0.000,0.465,3745.863,3441.035,2802.159,576.275,62.601,304.829,0.000,0.049,0.366,27.394,277.019,19506.664,20260.761,1663.669,318.346,9390.369,44.904,227.251,4303.959,4630.609,-734.250,-19.847,0.000,0.000
200410,百萬度,18086.878,14160.222,252.803,10727.777,7040.472,735.327,2951.978,2955.269,224.373,221.916,0.000,0.000,2.457,3926.656,3652.292,3035.167,541.941,75.185,274.364,0.000,0.052,1.657,28.771,243.884,18086.882,18526.182,1588.261,312.238,9021.117,41.720,212.780,3697.305,3964.999,-415.133,-24.167,0.000,0.000
200411,百萬度,17368.604,13635.614,273.713,10200.558,6338.561,860.486,3001.512,2976.193,185.149,183.365,0.000,0.000,1.785,3732.990,3463.826,2893.673,493.333,76.820,269.164,0.000,0.054,1.197,27.028,240.885,17368.601,17416.580,1541.382,358.224,8841.066,42.350,202.334,3585.585,3203.863,-38.721,-9.258,0.000,0.000
200412,百萬度,17270.455,13347.957,298.249,9733.431,6162.720,680.270,2890.441,3122.688,193.590,190.627,0.000,0.000,2.962,3922.499,3621.064,3014.236,544.136,62.692,301.435,0.000,0.057,1.926,31.202,268.250,17270.450,16927.812,1594.416,374.621,9184.038,44.598,207.432,3375.812,2521.515,370.894,-28.255,0.000,0.000
200501,百萬度,17161.309,13407.466,302.931,9188.358,6518.148,369.354,2300.857,3726.271,189.906,186.436,0.000,0.000,3.471,3753.843,3449.430,2955.373,454.021,40.036,304.413,0.000,0.060,1.698,32.738,269.917,17161.306,16082.309,1524.717,390.133,8348.206,41.934,192.078,3087.652,2887.722,1079.200,-0.204,0.000,0.000
200502,百萬度,14772.414,11669.335,289.571,7949.228,5842.391,445.862,1660.976,3192.060,238.475,236.004,0.000,0.000,2.471,3103.079,2828.592,2396.271,400.772,31.549,274.486,0.000,0.068,1.399,30.184,242.836,14772.414,14289.193,1321.036,361.585,7158.859,39.891,181.089,2715.909,2872.409,487.179,-3.957,0.000,0.000
200503,百萬度,17544.567,14248.826,332.451,10234.093,7382.637,380.044,2471.412,3222.649,459.633,457.365,0.000,0.000,2.268,3295.741,2997.869,2499.420,457.664,40.785,297.872,0.000,0.071,1.303,31.672,264.826,17544.565,17228.073,1676.544,386.779,9343.288,50.320,177.176,3115.709,2865.037,313.646,2.846,0.000,0.000
200504,百萬度,17832.057,14638.558,332.076,10773.482,7145.535,511.441,3116.506,3137.985,395.014,392.454,0.000,0.000,2.560,3193.499,2936.978,2374.134,518.616,44.228,256.522,0.000,0.074,0.695,28.837,226.915,17832.056,16639.700,1628.754,383.655,8741.506,45.222,198.929,3103.681,2921.608,1192.526,-0.170,0.000,0.000
200505,百萬度,19965.380,16466.883,341.930,12366.324,7622.680,1076.842,3666.803,3389.704,368.925,365.667,0.000,0.000,3.258,3498.497,3264.319,2702.221,513.831,48.267,234.178,0.000,0.074,0.710,22.621,210.773,19965.377,18371.639,1685.150,415.016,9467.642,48.631,213.239,3799.640,3157.336,1590.498,3.241,0.000,0.000
