日期(年/月),單位,總發電量,總發電量_發電業,總發電量_發電業_抽蓄水力,總發電量_發電業_火力,總發電量_發電業_火力_燃煤,總發電量_發電業_火力_燃油,總發電量_發電業_火力_燃氣,總發電量_發電業_核能,總發電量_發電業_再生能源,總發電量_發電業_再生能源_慣常水力,總發電量_發電業_再生能源_地熱,總發電量_發電業_再生能源_太陽光電,總發電量_發電業_再生能源_風力,總發電量_自用發電設備,總發電量_自用發電設備_火力,總發電量_自用發電設備_火力_燃煤,總發電量_自用發電設備_火力_燃油,總發電量_自用發電設備_火力_燃氣,總發電量_自用發電設備_再生能源,總發電量_自用發電設備_再生能源_地熱,總發電量_自用發電設備_再生能源_太陽光電,總發電量_自用發電設備_再生能源_風力,總發電量_自用發電設備_再生能源_生質能,總發電量_自用發電設備_再生能源_廢棄物,總需要量,總需要量_總消費量,總需要量_總消費量_能源部門自用,總需要量_總消費量_能源部門自用_抽水用電,總需要量_總消費量_工業部門,總需要量_總消費量_運輸部門,總需要量_總消費量_農業部門,總需要量_總消費量_服務業部門,總需要量_總消費量_住宅部門,總需要量_線路損失,總需要量_統計差異,台電系統平均負載(千瓩),台電系統尖峰負載(千瓩)
201609,百萬度,22359.315,18846.010,255.467,15501.280,7735.495,706.202,7059.583,2410.308,678.956,574.245,0.000,4.585,100.126,3513.304,3088.370,2921.617,128.535,38.217,424.934,0.000,115.871,0.460,16.414,292.189,22359.312,23268.788,1625.673,313.151,11315.326,119.218,277.379,4675.777,5255.415,-901.595,-7.882,0.000,0.000
201610,百萬度,23312.272,20064.415,329.579,16727.916,7625.308,1382.140,7720.468,2161.745,845.174,725.541,0.000,5.300,114.333,3247.857,2893.423,2735.508,121.508,36.408,354.434,0.000,86.584,0.470,17.860,249.519,23312.273,22930.638,1692.872,375.355,11938.769,120.958,253.614,4391.808,4532.618,384.996,-3.361,0.000,0.000
201611,百萬度,20942.658,17973.216,283.785,15190.940,7295.882,1245.332,6649.725,2081.942,416.549,253.532,0.000,4.454,158.563,2969.442,2628.559,2478.882,114.259,35.418,340.883,0.000,78.514,0.923,17.114,244.332,20942.659,21695.017,1582.415,347.979,11416.897,118.008,248.529,4191.514,4137.654,-748.953,-3.405,0.000,0.000
201612,百萬度,20989.156,17608.320,269.524,15026.205,7058.351,845.938,7121.915,1912.618,399.973,176.733,0.000,4.889,218.352,3380.836,2953.669,2807.590,117.032,29.046,427.167,0.000,107.147,0.884,17.412,301.724,20989.152,20742.296,1592.954,358.971,11711.710,117.300,231.452,3767.948,3320.932,246.931,-0.076,0.000,0.000
201701,百萬度,20075.428,16844.616,269.689,14265.281,7066.934,759.203,6439.144,1889.489,420.157,190.453,0.000,6.580,223.123,3230.812,2817.147,2683.876,101.536,31.735,413.665,0.000,76.414,1.081,18.223,317.946,20075.423,19613.936,1491.069,356.041,11032.820,119.522,214.441,3561.778,3194.306,412.189,49.299,0.000,0.000
201702,百萬度,18481.723,15523.673,228.929,13057.641,6931.585,818.017,5308.039,1760.018,477.085,262.570,0.000,6.484,208.031,2958.050,2582.678,2470.714,83.474,28.490,375.372,0.000,89.291,0.926,17.017,268.139,18481.720,18314.920,1371.834,300.850,10294.531,111.610,215.781,3149.359,3171.805,160.322,6.479,0.000,0.000
201703,百萬度,21092.886,18007.594,254.846,15321.019,8172.303,769.649,6379.067,1946.698,485.032,332.015,0.000,7.389,145.628,3085.292,2678.138,2559.146,79.774,39.218,407.154,0.000,105.513,0.705,15.460,285.476,21092.885,20189.295,1592.659,341.817,11626.009,122.165,211.487,3387.862,3249.113,905.662,-2.072,0.000,0.000
201704,百萬度,20747.342,17808.702,272.835,15797.552,8455.833,1134.429,6207.290,1300.292,438.023,329.372,0.000,8.222,100.428,2938.640,2558.794,2430.305,81.429,47.059,379.846,0.000,129.574,0.549,9.497,240.225,20747.339,20002.047,1603.797,342.742,11312.297,122.433,235.327,3521.547,3206.646,747.443,-2.151,0.000,0.000
201705,百萬度,23035.787,19839.312,280.500,17834.727,8576.951,1126.994,8130.782,1083.267,640.819,567.075,0.000,8.647,65.097,3196.475,2766.876,2647.219,95.202,24.455,429.599,0.000,141.599,0.268,16.933,270.799,23035.788,21552.123,1662.499,296.245,12064.877,127.779,246.195,4028.008,3422.766,1485.933,-2.268,0.000,0.000
201706,百萬度,24000.305,20632.182,257.331,17723.765,8690.963,796.077,8236.726,1499.278,1151.808,1067.642,0.000,8.103,76.063,3368.123,2926.244,2781.495,101.561,43.188,441.879,0.000,148.641,0.253,15.172,277.814,24000.310,21960.178,1761.909,329.832,11953.439,125.371,258.017,4186.589,3674.853,2042.205,-2.074,0.000,0.000
201707,百萬度,25705.982,22108.404,298.838,18958.276,8816.178,1083.257,9058.841,2105.131,746.159,701.398,0.000,9.350,35.411,3597.578,3121.513,2967.814,104.394,49.305,476.065,0.000,162.283,0.132,15.595,298.055,25705.977,23696.392,1799.218,342.207,12493.983,129.719,286.576,4607.261,4379.635,2011.982,-2.397,0.000,0.000
201708,百萬度,26358.924,22704.864,338.768,19509.162,8562.615,1448.759,9497.788,2205.770,651.165,572.228,0.000,9.669,69.267,3654.060,3174.784,3015.909,102.245,56.629,479.276,0.000,165.640,0.379,11.932,301.326,26358.927,24380.174,1856.370,398.591,12625.744,135.565,284.286,4621.390,4856.820,1981.211,-2.458,0.000,0.000
201709,百萬度,24826.692,21259.481,317.733,18433.120,8203.374,1144.099,9085.646,2120.570,388.059,334.963,0.000,9.060,44.036,3567.211,3111.969,2962.089,101.049,48.831,455.241,0.000,147.563,0.227,15.649,291.803,24826.691,24303.045,1792.328,398.591,12090.037,126.844,283.763,4777.934,5232.139,524.630,-0.984,0.000,0.000
201710,百萬度,23480.214,20243.488,297.951,17058.962,8204.082,1132.418,7722.462,2199.612,686.963,435.014,0.000,8.148,243.801,3236.726,2823.278,2696.188,89.671,37.418,413.448,0.000,151.192,1.373,16.114,244.769,23480.213,24066.114,1738.276,393.351,12194.330,130.181,303.674,4572.936,5126.718,-583.821,-2.080,0.000,0.000
201711,百萬度,21371.155,18456.576,271.918,15454.648,7355.053,696.245,7403.351,2144.605,585.405,348.581,0.000,6.221,230.602,2914.579,2515.042,2400.477,76.643,37.922,399.537,0.000,136.235,1.097,16.577,245.630,21371.155,22474.031,1614.401,351.052,11698.828,121.579,259.148,4213.286,4566.790,-1099.719,-3.156,0.000,0.000
201712,百萬度,21079.983,17982.073,244.339,14962.877,6784.050,686.184,7492.643,2190.802,584.056,305.502,0.000,6.039,272.515,3097.910,2658.290,2538.055,98.238,21.997,439.619,0.000,119.597,1.467,19.532,299.023,21079.977,20842.393,1568.245,326.786,11724.588,121.863,238.287,3662.361,3527.048,239.265,-1.681,0.000,0.000
201801,百萬度,21430.123,18081.757,245.560,14887.946,7092.126,549.032,7246.789,2226.158,722.092,491.072,0.000,6.337,224.683,3348.366,2886.457,2745.669,106.170,34.618,461.909,0.000,105.724,1.311,19.056,335.818,21430.119,20695.097,1475.312,327.402,12188.596,119.150,211.795,3403.765,3296.479,770.304,-35.282,24331.569,28426.638
201802,百萬度,18588.303,15484.753,242.889,12550.390,5948.864,519.729,6081.797,2004.853,686.622,471.924,0.000,5.967,208.731,3103.550,2679.798,2541.488,109.413,28.897,423.752,0.000,111.329,1.236,10.769,300.418,18588.306,18072.799,1299.080,297.655,10413.649,111.369,194.863,2863.593,3190.245,520.425,-4.918,23173.471,28737.374
201803,百萬度,21746.288,18327.865,255.081,15328.019,6769.191,691.824,7867.004,2225.543,519.222,379.173,0.000,9.732,130.316,3418.423,2934.593,2773.683,119.731,41.179,483.831,0.000,167.794,0.574,19.152,296.311,21746.292,21128.098,1508.065,309.609,12295.904,124.614,220.412,3495.491,3483.612,599.309,18.885,24624.184,29159.719
201804,百萬度,21535.140,18032.526,263.867,15908.022,7393.407,682.329,7832.286,1482.959,377.678,302.505,0.000,9.010,66.164,3502.614,3039.501,2873.166,129.914,36.421,463.113,0.000,200.607,0.415,14.320,247.771,21535.142,20919.668,1519.899,337.481,12077.552,125.916,230.177,3535.819,3430.304,642.546,-27.072,25179.936,31305.050
201805,百萬度,25063.989,21082.196,307.298,18591.130,8971.850,915.236,8704.044,1812.509,371.259,291.771,0.000,10.479,69.009,3981.794,3454.940,3283.633,131.666,39.642,526.854,0.000,235.426,0.338,14.326,276.765,25063.988,22776.894,1716.532,384.043,13120.269,131.200,249.634,4132.324,3426.936,2332.511,-45.417,28706.088,36319.996
201806,百萬度,24600.704,20665.789,273.722,17457.743,8774.785,706.228,7976.730,2565.615,368.710,265.271,0.000,9.128,94.310,3934.915,3356.764,3191.084,128.739,36.941,578.151,0.000,262.182,0.489,15.644,299.836,24600.706,22867.008,1676.596,360.380,12620.125,128.228,277.093,4279.499,3885.467,1757.855,-24.156,29142.494,36074.732
201807,百萬度,24919.743,20933.489,325.955,17250.567,8511.031,509.873,8229.663,2873.690,483.276,396.375,0.000,13.523,73.379,3986.255,3415.206,3249.472,118.241,47.493,571.049,0.001,242.345,0.285,16.669,311.749,24919.740,24636.526,1811.982,361.375,13117.124,132.746,275.029,4570.823,4728.821,1406.252,-1123.037,29932.596,36716.838
201808,百萬度,25975.495,22082.236,301.665,18414.504,9423.980,501.338,8489.185,2932.900,433.168,378.448,0.000,8.547,46.173,3893.259,3274.370,3109.924,121.755,42.690,618.889,0.001,285.771,0.148,11.727,321.242,25975.501,24914.490,1756.872,356.159,13237.047,132.572,286.848,4546.387,4954.765,1085.215,-24.204,29819.593,37056.902
201809,百萬度,24250.133,20507.814,303.732,16675.213,8972.415,399.226,7303.572,2838.049,690.820,549.590,0.000,9.969,131.262,3742.319,3155.607,2997.472,118.802,39.333,586.712,0.000,260.001,0.534,14.708,311.469,24250.132,24444.135,1653.338,335.670,12686.897,127.525,272.629,4569.332,5134.414,-174.499,-19.504,28557.916,35189.264
201810,百萬度,22882.738,19250.587,292.088,15825.498,8131.370,329.035,7365.093,2446.793,686.208,454.100,0.000,10.110,221.998,3632.151,3063.105,2907.108,113.398,42.599,569.047,0.000,265.276,1.277,16.638,285.857,22882.739,23385.081,1628.671,365.394,12735.284,127.368,259.848,4155.790,4478.122,-482.676,-19.667,25935.531,31193.550
201811,百萬度,22916.840,19418.323,278.103,16547.981,8428.704,423.295,7695.982,2131.602,460.638,311.019,0.000,7.784,141.834,3498.516,2969.791,2825.612,105.010,39.169,528.725,0.000,239.068,0.982,15.394,273.281,22916.841,21949.041,1541.887,354.732,12256.699,126.707,244.403,3930.946,3848.400,-117.380,1085.180,25528.790,31127.300
201812,百萬度,21635.711,18108.380,280.814,15214.532,7554.463,523.491,7136.578,2137.642,475.393,190.338,0.000,15.685,269.370,3527.331,2961.713,2791.482,118.959,51.272,565.618,0.000,220.287,22.367,16.877,306.087,21635.710,20775.691,1585.641,365.409,12212.368,130.942,238.097,3593.360,3015.283,860.581,-0.561,24360.181,29790.762
201901,百萬度,21526.727,18063.956,266.444,14606.048,6785.786,395.430,7424.831,2708.731,482.734,246.155,0.000,15.026,221.553,3462.771,2920.070,2769.734,102.682,47.655,542.701,0.000,185.862,1.401,20.498,334.939,21526.726,20846.880,1534.303,354.807,12200.980,127.567,218.993,3494.830,3270.206,728.858,-49.012,24368.768,28436.662
201902,百萬度,18442.733,15203.122,243.313,11845.800,5733.617,316.360,5795.823,2695.525,418.485,235.942,0.000,18.188,164.355,3239.611,2704.857,2561.136,110.962,32.759,534.753,0.000,231.242,1.055,16.454,286.004,18442.733,18362.423,1380.933,321.741,10333.255,122.428,218.914,3114.146,3192.749,81.709,-1.399,22880.076,28750.121
201903,百萬度,21724.287,18312.227,268.625,14641.722,7360.310,441.739,6839.673,2961.542,440.339,298.491,0.000,15.194,126.654,3412.060,2829.320,2676.240,120.019,33.061,582.740,0.000,259.268,0.771,16.706,305.995,21724.290,20853.683,1634.253,358.916,12158.680,129.527,219.126,3430.576,3281.521,910.389,-39.783,24591.976,30382.977
201904,百萬度,21929.585,18747.189,274.363,15674.911,7530.675,481.916,7662.320,2341.947,455.968,344.569,0.000,19.291,92.107,3182.396,2620.268,2482.636,108.771,28.861,562.128,0.139,273.228,13.925,16.111,258.725,21929.589,20715.772,1575.481,335.240,12007.751,130.459,229.448,3564.659,3207.975,1230.892,-17.075,25893.945,32913.190
201905,百萬度,23563.829,19957.087,278.430,16435.471,8843.463,321.300,7270.707,2332.343,910.844,809.042,0.000,15.687,86.114,3606.741,2980.176,2831.979,116.459,31.738,626.565,0.019,325.693,1.104,16.386,283.364,23563.829,22469.641,1737.170,344.432,12782.166,132.238,253.138,4040.117,3524.811,1121.831,-27.642,26834.269,33413.953
201906,百萬度,24234.119,20510.680,291.586,16380.289,9236.164,300.087,6844.038,2859.820,978.984,882.770,0.000,28.342,67.873,3723.439,3084.059,2921.933,125.711,36.414,639.380,0.063,318.802,0.464,13.939,306.111,24234.123,22778.201,1718.106,331.457,12374.060,131.773,261.801,4196.224,4096.236,1489.197,-33.274,28656.706,35925.186
201907,百萬度,26431.508,22334.727,305.146,18446.405,9491.335,341.489,8613.581,2927.579,655.596,536.693,0.000,29.919,88.985,4096.782,3400.984,3251.369,110.280,39.335,695.797,0.039,350.824,1.404,15.599,327.931,26431.508,24146.702,1762.690,314.269,13183.078,138.057,267.759,4434.803,4360.315,2319.486,-34.680,30336.561,37067.066
201908,百萬度,26299.513,22247.868,280.556,18116.737,9948.026,313.942,7854.769,2922.068,928.508,823.390,0.000,22.090,83.028,4051.645,3332.421,3196.674,97.381,38.366,719.224,0.062,376.147,0.541,10.974,331.501,26299.511,24853.147,1811.451,362.879,13206.171,136.474,293.425,4521.223,4884.402,1476.404,-30.040,30132.160,37021.664
201909,百萬度,23525.758,19689.435,254.196,15856.496,8221.073,244.813,7390.610,2862.321,716.422,536.638,0.000,28.894,150.890,3836.323,3145.026,3029.006,77.449,38.570,691.297,0.100,376.029,0.702,8.370,306.096,23525.760,24187.347,1576.774,296.402,12296.119,132.293,288.041,4489.781,5404.340,-619.762,-41.825,27979.831,35483.492
201910,百萬度,23397.797,19508.445,262.629,16020.018,7460.333,272.821,8286.864,2564.313,661.485,401.994,0.000,35.802,223.689,3889.352,3214.320,3054.758,103.482,56.080,675.032,0.118,387.218,2.914,5.962,278.820,23398.718,23698.612,1683.106,326.563,12672.784,137.619,283.706,4168.986,4752.411,-222.778,-77.116,26653.737,33572.182
201911,百萬度,21453.931,17797.372,238.123,14795.236,5622.496,466.487,8706.253,2174.783,589.230,265.257,0.000,22.546,301.426,3656.560,2996.009,2832.167,131.496,32.346,660.551,0.086,359.909,3.990,9.269,287.297,21455.100,22056.616,1564.296,313.766,12171.049,129.057,269.605,3830.504,4092.105,-513.145,-88.372,25213.266,30286.542
201912,百萬度,21658.900,18148.225,244.690,14479.231,5815.102,661.483,8002.646,2972.462,451.843,163.856,0.000,31.721,256.266,3510.675,2876.692,2751.223,87.335,38.134,633.983,0.129,289.027,1.021,15.724,328.081,21660.596,20750.989,1596.061,324.710,12288.641,132.329,241.306,3381.702,3110.950,980.938,-71.331,24572.177,28680.413
202001,百萬度,20658.900,17104.880,248.642,13473.465,5810.571,306.925,7355.969,2976.718,406.054,194.332,0.000,27.316,184.405,3554.020,2916.320,2788.728,94.860,32.731,637.700,0.043,276.080,0.562,13.531,347.484,20660.655,19983.271,1551.360,326.082,11687.733,132.183,219.357,3230.373,3162.266,682.761,-5.377,23228.792,28627.084
202002,百萬度,20358.077,17057.816,225.771,13814.235,5994.429,262.689,7557.117,2538.982,478.827,239.588,0.000,49.924,189.315,3300.262,2597.486,2473.515,83.414,40.557,702.776,0.143,385.134,1.000,12.977,303.522,20359.246,20087.696,1493.475,288.269,11542.507,119.628,251.283,3189.693,3491.110,305.596,-34.045,23228.792,28627.084
202003,百萬度,22064.840,18665.923,239.256,15679.191,7002.089,247.440,8429.662,2230.355,517.121,245.822,0.000,108.007,163.291,3398.917,2734.939,2599.293,100.925,34.721,663.978,0.097,354.986,0.595,17.398,290.899,22066.435,21299.985,1620.981,315.448,12422.298,129.108,228.765,3295.718,3603.115,803.693,-37.243,25275.543,30976.425
202004,百萬度,20947.198,17642.842,225.731,14704.559,7093.606,168.515,7442.438,2269.259,443.292,218.326,0.000,47.187,177.779,3304.357,2593.599,2458.274,102.489,32.836,710.758,0.437,438.395,0.702,14.839,256.383,20948.875,20359.686,1561.732,287.771,11792.760,124.869,250.421,3272.700,3357.203,620.170,-30.981,24752.143,29748.796
202005,百萬度,23852.487,20239.926,238.309,17276.691,8456.465,188.310,8631.916,2272.010,452.916,312.066,0.000,55.993,84.858,3612.560,2869.075,2737.142,100.090,31.843,743.485,0.131,461.338,0.176,13.744,268.089,23854.189,21917.068,1623.137,314.453,12531.591,124.552,262.971,3765.632,3609.185,1979.106,-41.984,27415.453,33428.241
202006,百萬度,25268.752,21380.808,279.188,17659.674,8934.946,204.523,8520.205,2851.930,590.016,359.237,0.000,80.940,149.839,3887.944,3123.958,2999.079,81.042,43.837,763.987,0.167,464.263,0.124,10.680,288.750,25270.340,22947.128,1618.869,305.822,12574.956,132.066,285.105,4086.925,4249.207,2379.186,-55.974,30115.111,36783.346
202007,百萬度,27118.481,23019.935,304.075,19329.093,10019.072,324.131,8985.890,2932.568,454.199,278.435,0.000,69.865,105.899,4098.546,3213.620,3050.624,125.524,37.471,884.926,0.165,549.755,0.218,12.468,322.317,27120.154,25444.271,1757.881,357.677,13292.883,139.390,331.869,4667.154,5255.094,1745.092,-69.209,31449.603,37714.613
202008,百萬度,26275.768,22287.086,310.097,18713.522,9774.131,290.173,8649.218,2918.151,345.316,208.487,0.000,69.107,67.722,3988.682,3156.240,3007.377,125.688,23.174,832.442,0.152,513.204,0.226,6.758,312.100,26276.939,25232.727,1769.316,382.161,13106.510,140.697,302.193,4379.683,5534.328,1114.836,-70.624,30578.996,36937.052
202009,百萬度,24888.280,20920.922,282.376,17451.955,9201.451,318.372,7932.132,2773.929,412.663,223.971,0.000,78.238,110.453,3967.357,3182.815,3047.230,107.659,27.927,784.542,0.178,468.412,0.339,8.549,307.012,24889.979,25362.270,1684.907,367.130,12965.208,136.862,324.840,4634.168,5616.285,-398.035,-74.256,29837.738,36603.269
202010,百萬度,23566.128,19793.882,297.672,15787.924,7180.250,234.773,8372.902,2953.921,754.365,303.720,0.000,85.626,365.020,3772.245,2970.390,2814.929,127.049,28.412,801.855,0.192,511.139,1.787,14.760,273.920,23567.785,24040.364,1583.862,332.610,13003.979,136.880,293.027,4058.336,4964.279,-456.271,-16.307,26961.037,33206.871
202011,百萬度,22451.709,18865.085,250.323,15342.247,6465.156,229.883,8647.208,2627.218,645.297,203.821,0.000,128.394,313.082,3586.623,2834.376,2690.464,113.426,30.486,752.248,0.142,454.094,1.943,14.057,281.924,22453.322,22642.483,1503.350,323.475,12763.443,133.340,272.654,3853.589,4116.107,-140.821,-48.340,26520.776,32467.972
202012,百萬度,22527.545,18933.331,257.477,15857.668,6533.186,361.829,8962.654,2095.203,722.983,231.035,0.000,116.689,375.259,3594.214,2938.260,2782.204,120.189,35.867,655.954,0.064,280.587,14.279,45.936,314.992,22529.266,21922.517,1537.148,341.899,13069.691,133.718,251.328,3710.486,3220.146,846.704,-239.956,25455.049,29737.008
202101,百萬度,22373.222,18771.986,257.731,15074.044,6359.991,299.915,8414.138,2822.815,617.395,217.935,0.000,121.135,278.325,3601.237,2961.798,2775.376,144.609,41.813,639.439,0.000,281.158,1.081,17.651,339.465,22374.918,21567.251,1449.766,345.530,12802.474,133.367,246.041,3398.673,3536.931,868.439,-60.772,25426.984,30241.915
202102,百萬度,19138.386,15845.980,247.635,12425.706,5671.158,268.902,6485.646,2684.823,487.817,181.472,0.000,127.268,179.077,3292.405,2699.446,2569.072,95.148,35.225,592.959,0.000,276.880,0.936,12.893,302.142,19139.769,19551.787,1329.064,328.236,11251.423,125.576,232.777,3001.880,3611.067,-371.891,-40.127,23844.182,29630.540
202103,百萬度,22797.580,19010.451,257.044,15334.565,6378.360,314.708,8641.497,2933.738,485.103,164.734,0.000,127.287,193.082,3787.129,3059.306,2922.251,101.653,35.402,727.823,0.007,424.445,0.751,16.512,286.091,22799.040,22547.711,1505.625,342.770,13319.963,138.063,264.091,3543.925,3776.044,282.577,-31.248,26015.186,31538.493
202104,百萬度,22528.725,18985.251,245.801,16011.580,7480.287,230.817,8300.476,2262.098,465.772,137.290,0.000,141.911,186.571,3543.473,2756.287,2631.353,97.902,27.032,787.186,0.000,512.934,0.890,14.559,258.803,22530.343,21882.262,1495.205,326.470,12923.094,137.153,254.909,3516.757,3555.143,752.850,-104.770,26693.022,32463.600
202105,百萬度,26205.335,22028.070,298.187,18912.900,9240.178,321.649,9351.073,2398.583,418.401,148.309,0.000,156.023,114.069,4177.265,3262.168,3116.674,120.230,25.264,915.097,0.000,612.738,0.235,13.445,288.679,26206.986,23668.927,1710.934,396.831,13933.092,133.284,278.008,3991.092,3622.517,2742.559,-204.500,30379.059,37968.746
202106,百萬度,25690.870,21545.302,259.095,18011.344,8874.986,343.500,8792.858,2723.635,551.228,293.501,0.000,140.434,117.293,4145.568,3290.425,3132.952,123.694,33.780,855.142,0.000,530.196,0.183,13.732,311.032,25692.294,23976.646,1632.095,339.006,13781.315,108.748,294.762,3759.003,4400.724,1768.013,-52.364,30517.101,37982.152
202107,百萬度,27699.460,23244.967,299.997,20156.262,9758.764,375.406,10022.091,2158.109,630.599,312.138,0.000,154.131,164.330,4454.493,3439.415,3284.639,117.221,37.556,1015.077,0.000,686.085,0.244,13.804,314.944,27701.114,25630.555,1686.923,335.433,14414.737,114.669,288.760,3958.586,5166.880,2089.056,-18.496,31974.489,38793.802
202108,百萬度,26836.244,22655.423,281.157,19494.142,9684.947,302.443,9506.752,2118.268,761.857,568.541,0.000,129.711,63.605,4180.820,3308.586,3158.384,112.193,38.009,872.234,0.000,543.633,0.232,12.315,316.049,26837.682,25674.661,1647.741,317.676,14260.325,129.956,294.408,4017.303,5324.927,1213.597,-50.576,30976.411,37827.678
202109,百萬度,26401.398,22306.360,251.967,19351.620,9707.228,429.929,9214.463,2118.343,584.430,379.396,0.000,150.416,54.618,4095.038,3124.817,2971.202,110.037,43.578,970.221,3.584,643.797,0.065,14.200,308.526,26402.934,25748.205,1605.399,298.291,13796.286,132.667,303.944,4392.826,5517.083,727.030,-72.302,31726.568,38248.888
202110,百萬度,25575.959,21402.061,304.770,18057.666,7611.636,505.629,9940.400,2148.193,891.432,534.837,0.000,128.264,228.332,4173.898,3126.022,2994.202,98.200,33.621,1047.875,1.843,754.857,0.412,13.896,276.837,25577.541,25889.030,1592.655,353.907,14071.379,134.100,317.119,4342.743,5431.035,-248.092,-63.398,29586.309,38025.461
202111,百萬度,22829.040,19097.347,250.116,16727.926,6626.121,427.798,9674.008,1439.140,680.165,309.207,0.000,101.930,269.028,3731.693,2867.311,2755.870,73.418,38.022,864.382,1.859,569.527,0.729,12.752,278.766,22830.613,24113.103,1414.041,296.009,13378.850,131.360,275.776,3979.570,4933.507,-1235.246,-47.244,27053.993,33189.366
202112,百萬度,22844.987,19034.872,230.525,16119.881,6343.270,236.746,9539.865,1980.204,704.262,220.267,0.000,96.797,387.198,3810.115,2962.942,2848.966,81.137,32.838,847.173,1.780,508.740,0.784,13.518,322.211,22844.923,22752.384,1392.531,293.554,13493.048,135.675,256.676,3620.843,3853.611,163.163,-70.624,26189.113,30495.827
202201,百萬度,22377.872,18990.467,219.218,15792.158,6289.110,304.516,9198.532,2218.843,760.248,277.470,0.000,98.931,383.848,3387.405,2650.140,2527.654,75.414,47.071,737.266,1.896,391.214,0.884,17.847,325.244,22377.819,21922.197,1424.956,282.271,13026.774,135.450,244.346,3533.231,3557.440,194.864,260.758,25727.239,30232.584
202202,百萬度,19950.833,17021.524,228.815,13845.359,6130.140,265.650,7449.569,1923.266,1024.084,558.138,0.000,93.966,371.980,2929.308,2156.581,2041.199,78.215,37.167,772.727,1.662,466.147,1.007,15.144,287.336,19950.795,20204.394,1349.871,278.641,11573.252,130.001,241.260,3173.578,3736.433,226.822,-480.421,25547.037,31031.760
